Feature1,Feature2,Feature3,Label
-0.6407460130878655,-0.5870528033064726,1.9100570673733364,0
1.4250339429771446,-1.9570938979229946,1.1648490475196007,1
0.6954330080402856,-1.8120112508922797,-0.5183220344537954,1
-1.9370323606374455,-2.009995213829055,2.347229234363412,0
0.9496548586248978,-0.6639278954642432,1.155250281015432,1
-1.653924400280735,-0.8361861975566148,1.2095028267811967,0
2.2147280681135704,-1.5985465006587702,0.18545802689660795,1
2.500587791288052,-0.8937451510445154,1.9079083973785993,1
0.8732188237608878,-1.7984837276046064,1.0286010714472984,1
-1.846113533518427,-2.1447815205491247,2.34215885227667,0
1.3657426226963447,-0.4988320024487922,0.737752194481987,1
-0.9236590455645614,-1.5063018981833625,0.7821701319958417,0
1.8276650336944582,-0.873794500101781,1.461601780690901,1
0.32093691405592706,-1.6448072197971413,2.0918272551735044,1
2.2794348424021087,-1.8742414179037636,2.0349018333515034,1
4.172247426497167,-3.4955677527763833,0.9352958933452459,1
3.912264314257772,-0.1714011983997814,1.7589965059989838,1
2.056602408075624,-1.8032210899866186,1.0004535474443679,1
3.0153637855551674,-1.6040183849280787,2.338404129234453,1
-1.9312624463939043,-2.1621862165955976,2.4594736485665045,0
-0.32413182016194253,-1.9409323981908997,1.699015179454254,1
-2.5194678817274507,-2.1930288749383537,3.203890300754293,0
-1.0352309330384342,-0.3836554400936518,0.20177460618709442,0
1.0123847224703837,-0.05921560073808824,-0.7635604495319448,1
-0.7573365424050305,-0.7305215643908486,1.377801584141435,1
2.717964764815255,-1.9463087469822626,2.6804065187066506,1
0.3881190374948513,-1.0585452902102657,1.3073441937445025,1
1.734906337191662,-1.4851270502251364,2.344452249529406,1
2.4107496050091513,-0.007656969631770982,1.3557318913334941,1
-1.972398602401813,-1.7931367407418082,2.2305791188477317,0
3.0348983056123764,0.09336815322246905,1.4409613726283947,1
-1.1568239972047154,-2.0380408453376546,1.4868462962025195,0
1.2460632513171208,-2.0570017559672307,2.2873285820752804,1
0.7978114080396218,-1.6723295499218425,0.9731646309493716,1
1.5156582230515463,-0.9298308172164768,0.9419228973144422,1
-0.9537505284997586,-1.1233887167779306,0.6498734782812055,0
-2.4832675057817952,-1.0745444091653926,2.2913400419006997,0
3.7904268486531945,-1.9328019565359635,2.1692350856806697,1
1.3849223616425979,1.2768068104693553,0.13560904767240278,1
1.1556850217865215,-1.1356437486208275,-0.27332710109374947,1
2.469413764453238,-2.982686463274308,3.824386975034916,1
-0.9016306208203205,-0.8833567670340372,0.40443122076751736,0
2.251197296507518,-2.1466991653176954,1.7995800157596884,1
-1.8074176456712088,-2.588982539306652,2.660066754831536,0
-0.5980320338114047,-0.19318564079451384,-0.48318821212759766,0
-1.195427471979715,-0.6454381276935492,1.6995563626692491,0
-0.22872097236199074,-0.9671955130386416,0.6314683783130567,1
-0.931341636730872,-0.8246896616618796,0.3756496105931313,0
-1.439440809937887,-1.4344314263270612,1.3924147592232672,0
-1.3586544570533914,-1.3203485807463173,1.205557477283548,0
1.756203186988699,-2.9222529725528883,1.702365209755334,1
-1.5172645824244093,-1.6671049968949518,1.6738322205276621,0
-1.4301003360052855,-0.5741408053778868,0.7792930018641088,0
0.6581698150105684,-3.6255764940143163,2.0989034495313414,1
-1.7280985232495636,-2.0676151012927804,2.1582345859810426,0
-0.2929407440990035,-1.6537680384503437,0.45777158340645974,0
-2.537794948125957,-2.509240807095032,3.4155167185155,0
1.1315683597048887,-2.6699908339630096,0.7563769832227298,1
-1.7595394778621627,-1.322915092906688,1.6765562623365335,0
-2.151952122016713,-1.9422277399897183,2.585088172014556,0
-1.9854105055928624,-1.8570054211072762,2.33522880062551,0
-2.230713398437869,-2.760382303301891,3.235741502346513,0
-1.8036123221714568,-0.4535520906463111,1.0833959262978088,0
-2.393983246149106,-4.022632725597853,4.348248986831464,0
-1.0391073675641413,-0.8320636746909946,0.4761411835529139,0
-1.2452888385333483,-2.1396488990197176,1.66613001627942,0
-0.7755465199416386,-1.5378105755411648,-1.7869870786253301,1
-0.7740496599017505,-1.1813861039722258,0.39605211264463036,0
-1.2857249714457695,-1.5230942301701647,1.2822026681509504,0
-0.34668474896822987,-1.4306885533467186,2.5131596612764686,1
-0.8390535113930946,-0.8310767176745449,0.24172082846620713,0
0.8267618683909319,-1.1426548589546468,0.8443575818384957,1
2.4335832477493526,-0.3551509952395293,1.5497543402220249,1
-2.0065528337854963,-2.2174156919623487,1.9953906348192245,0
-1.8186277268673603,-1.5193315559334708,1.8842495500498497,0
0.8172461951959556,-3.25967274052152,0.3691236377765741,1
1.6970377439235618,-0.6533573124369012,2.3480062979190284,1
2.051889372481361,-2.375511879143069,1.0212843469213282,1
-1.7433216392999853,-1.2462552792487656,1.6055959428556699,0
-1.5890422615869504,-1.77870239212659,1.7959355757815814,0
2.2688631358911744,-1.2803765769372537,2.0410532046092786,1
-0.9669407871013894,-1.243048243297195,0.694301537398031,0
1.6747799373202792,-3.063965701109324,2.102884553527224,1
-1.9017859678720177,-2.125967051249639,2.404975359657941,0
1.6635101831651584,-2.2154236538495073,0.8067420231689216,1
-1.7524833882055195,-1.9979066066502953,2.1688957988734074,0
-2.04680062641719,-2.2654619968798673,2.663004729857195,0
0.7767922095543025,-2.3027833052148137,1.6034041920470654,1
-0.08180450890712865,-1.5800495671657282,1.390497808988166,1
-0.769340234497362,-0.6936927009142274,0.07850740030645587,0
-1.3474142436545318,-1.6941938928082108,1.464479788332209,0
0.9414970420591674,-2.28747342904861,2.5708443261537983,1
0.37952328344651676,-1.303335796386202,1.221163288856778,1
-1.634872191958043,-1.8053325038491859,1.9279102847194247,0
-2.0077710883050983,-0.27427408287070554,0.2978242889017055,0
3.0234129282734536,-1.3755540093217615,3.206967144874895,1
-2.2688957949888002,-3.025312586731455,3.496944058045502,0
1.568525884144438,0.6471767441556033,0.9823445668277132,1
1.4304991607329447,-1.4041334910832306,1.1160067792701605,1
1.812393768269716,-2.3482669845680775,-0.5097174522976249,1
-1.4706587445087298,-1.9066579174484255,1.7157209951106804,0
0.9371042636681667,-2.155020766642125,1.307336270522391,1
-1.3299318744320965,-1.5166152838634006,1.346286868768102,0
-1.9901330966337274,-1.917611397663727,2.349589362355928,0
-1.395784229086853,-2.2264505469340223,1.8640261988525146,0
3.169440277746693,-1.138488725452199,2.120926487502513,1
-1.7793903408954954,-2.1518047691420272,2.257360405507067,0
-1.0320819445693472,-2.416584826996821,1.7743319437324154,0
-1.3213629917621064,-1.2138840457172972,1.0594132060097954,1
0.4746952534369142,-1.536278086522157,1.5865766806183803,0
-0.9622550803375209,-0.9051852726910389,0.4705533628413532,0
4.089462301388606,-0.5215792790198769,1.9067544048134244,1
0.9366541443447352,-1.4016115024761082,2.1587641798998574,1
-2.1331458059413357,-1.6396150668487008,0.9523376695196489,0
-1.829634436908076,-2.0092262148899795,2.1974879623907384,0
0.9811882602214866,-1.4340147424513,2.42406212449343,1
-0.8546829574534555,-1.3900328372611819,0.6291865910085016,0
2.0002813946965285,-1.0946052338350787,2.023002590040437,1
-1.5195744396227884,-0.6665911307491,0.9595164761704886,0
-1.6940377415393117,-1.5459683618095157,1.7357942923634453,0
-1.9223001347083675,-2.190997242928349,2.4718848900530643,0
0.07052170199984586,-0.5236617513037511,1.8033740586184612,1
-1.1137679840700159,-0.498294157080067,0.502435056127344,0
2.737223766763729,-3.4590062461760986,1.7136988432378915,1
-1.1170166339527672,-1.0834087882866483,0.7548609130781184,0
-0.7113824881529864,-0.34821301600932464,-0.2168965606707276,0
0.4142337828843379,-2.041019377178675,1.8743787796460691,1
-0.36289771574382845,-2.159092914247352,3.461106708558219,1
-0.940725048242292,-1.7258294652684492,0.9895542200626504,0
-0.5380332691521192,-2.1666385442822373,0.5121392710014112,1
-0.9411512462993936,-0.2792214224735967,-0.02847652043206539,0
1.2745655476004598,-3.902839253841279,1.932423972871704,1
1.9325246535773664,-0.39080057464631546,0.5110040115653036,1
-1.8174278633978038,-0.8606937146730144,1.3728280946007214,0
0.39000421604920965,0.1355999563287409,0.04731762694673436,1
-1.428418857865102,-1.2273895725220467,1.2148416907424484,0
-0.16398017785179153,-0.26542270748377317,1.51854468558778,1
0.31213515036186745,-2.052447862692879,1.5446427155406464,1
0.6327952450849295,-0.6875954620578318,1.4687714620930068,1
2.671426608785552,0.6500978865712166,1.4184729753067995,1
-0.9711411769513179,-0.8007745061908043,1.5415361844220832,1
-2.1371730486304945,-1.8064673587138156,2.429037233707839,0
-1.8404413730366236,-2.4414436546226477,2.579748702190376,0
-1.261766226378902,-0.6663518492218058,0.6420351376622377,0
1.1858997499607926,-0.15074545325354127,1.3335571690061647,1
-2.1412968001909,-1.6066008267527474,2.3284795633053443,0
-1.7983064244148197,-1.5532122263931913,1.832285917298055,0
1.672912588183542,-4.408876281380213,2.889090723554334,1
2.258745767867583,-1.7548493751434844,0.3848398078482762,1
3.6310222262462237,-1.3944017019672068,2.005125378935849,1
